"kode","ada_daftar_isi","ada_uraian","nama_daftar_isi","nama_uraian","nama_cocok","halaman_cetak_daftar_isi","halaman_cetak_uraian","halaman_cocok"
"9214","True","True","BURUH KEBUN BIBIT DAN TAMAN","BURUH KEBUN BIBIT DAN TAMAN","True","1040","1040","True"
"9215","True","True","BURUH KEHUTANAN","BURUH KEHUTANAN","True","1041","1041","True"
"9216","True","True","BURUH PENANGKAPAN DAN BUDIDAYA PERIKANAN","BURUH PENANGKAPAN DAN BUDIDAYA PERIKANAN","True","1042","1042","True"
"93","True","True","BURUH PERTAMBANGAN, KONSTRUKSI, INDUSTRI PENGOLAHAN, DAN TRANSPORTASI","BURUH PERTAMBANGAN, KONSTRUKSI, INDUSTRI PENGOLAHAN, DAN TRANSPORTASI","True","1043","1043","True"
"931","True","True","BURUH PERTAMBANGAN DAN KONSTRUKSI","BURUH PERTAMBANGAN DAN KONSTRUKSI","True","1044","1044","True"
"9311","True","True","BURUH PERTAMBANGAN DAN PENGGALIAN","BURUH PERTAMBANGAN DAN PENGGALIAN","True","1044","1044","True"
"9312","True","True","BURUH TEKNIK SIPIL","BURUH TEKNIK SIPIL","True","1045","1045","True"
"9313","True","True","BURUH BANGUNAN","BURUH BANGUNAN","True","1046","1046","True"
"932","True","True","BURUH INDUSTRI PENGOLAHAN","BURUH INDUSTRI PENGOLAHAN","True","1048","1048","True"
"9321","True","True","BURUH PENGEMASAN","BURUH PENGEMASAN","True","1048","1048","True"
"9329","True","True","BURUH INDUSTRI PENGOLAHAN YTDL","BURUH INDUSTRI PENGOLAHAN YTDL","True","1050","1050","True"
"933","True","True","BURUH TRANSPORTASI DAN PERGUDANGAN","BURUH TRANSPORTASI DAN PERGUDANGAN","True","1052","1052","True"
"9331","True","True","PENGEMUDI BECAK DAN KENDARAAN BERPEDAL","PENGEMUDI BECAK DAN KENDARAAN BERPEDAL","True","1052","1052","True"
"9332","True","True","PENGEMUDI KENDARAAN DAN PERALATAN YANG DITARIK HEWAN","PENGEMUDI KENDARAAN DAN PERALATAN YANG DITARIK HEWAN","True","1053","1053","True"
"9333","True","True","PEKERJA PENANGANAN KARGO","PEKERJA PENANGANAN KARGO","True","1054","1054","True"
"9334","True","True","BURUH PENATA BARANG","BURUH PENATA BARANG","True","1056","1056","True"
"94","True","True","ASISTEN PENYIAPAN MAKANAN","ASISTEN PENYIAPAN MAKANAN","True","1056","1056","True"
"941","True","True","ASISTEN PENYIAPAN MAKANAN","ASISTEN PENYIAPAN MAKANAN","True","1057","1057","True"
"9411","True","True","ASISTEN JURU MASAK","ASISTEN JURU MASAK","True","1057","1057","True"
"9412","True","True","JURU BANTU DAPUR","JURU BANTU DAPUR","True","1058","1058","True"
"95","True","True","PEDAGANG DAN PEKERJA JASA JALANAN","PEDAGANG DAN PEKERJA JASA JALANAN","True","1061","1061","True"
"951","True","True","PEKERJA JASA JALANAN DAN YBDI","PEKERJA JASA JALANAN DAN YBDI","True","1062","1062","True"
"9510","True","True","PEKERJA JASA JALANAN DAN YBDI","PEKERJA JASA JALANAN DAN YBDI","True","1062","1062","True"
"952","True","True","PEDAGANG KELILING DAN ASONGAN (SELAIN MAKANAN)","PEDAGANG KELILING DAN ASONGAN (SELAIN MAKANAN)","True","1064","1064","True"
"9520","True","True","PEDAGANG KELILING DAN ASONGAN (SELAIN MAKANAN)","PEDAGANG KELILING DAN ASONGAN (SELAIN MAKANAN)","True","1064","1064","True"
"96","True","True","PEKERJA SAMPAH DAN PEKERJA KASAR LAINNYA","PEKERJA SAMPAH DAN PEKERJA KASAR LAINNYA","True","1065","1065","True"
"961","True","True","PEKERJA SAMPAH","PEKERJA SAMPAH","True","1066","1066","True"
"9611","True","True","PENGANGKUT SAMPAH","PENGANGKUT SAMPAH","True","1066","1066","True"
"9612","True","True","PENYORTIR SAMPAH","PENYORTIR SAMPAH","True","1067","1067","True"
"9613","True","True","TUKANG SAPU DAN YBDI","TUKANG SAPU DAN YBDI","True","1069","1069","True"
"962","True","True","PEKERJA KASAR LAINNYA","PEKERJA KASAR LAINNYA","True","1069","1069","True"
"9621","True","True","KURIR, PENGANTAR PAKET, DAN KULI ANGKUT BARANG","KURIR, PENGANTAR PAKET, DAN KULI ANGKUT BARANG","True","1070","1070","True"
"9622","True","True","PEKERJA SERABUTAN","PEKERJA SERABUTAN","True","1071","1071","True"
"9623","True","True","PEMBACA METERAN DAN PENGUMPUL MESIN VENDING","PEMBACA METERAN DAN PENGUMPUL MESIN VENDING","True","1072","1072","True"
"9624","True","True","PENGUMPUL AIR DAN KAYU BAKAR","PENGUMPUL AIR DAN KAYU BAKAR","True","1073","1073","True"
"9629","True","True","PEKERJA KASAR YTDL","PEKERJA KASAR YTDL","True","1074","1074","True"
